cve,ferramenta,no_denominador,motivo_fora_denominador,status_campanha,tratado_presente,nivel_0,nivel_1,nivel_2_generosa,nivel_2_estrita,nivel_3,nivel_4_generosa,nivel_4_estrita,estrita_aplicavel,achados_no_arquivo_gt,distancia_min_linha,distancia_min_intervalo,gt_file_scanned,gt_cwe_primary,gt_cwes
CVE-2018-16461,codeql,true,,OK,true,true,true,true,true,false,false,false,true,3,36,36,true,CWE-078,CWE-078|CWE-088
CVE-2018-16461,semgrep,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-078,CWE-078|CWE-088
CVE-2018-16461,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-078,CWE-078|CWE-088
CVE-2018-16462,codeql,true,,OK,true,true,true,true,true,false,false,false,true,1,1,1,true,CWE-078,CWE-078|CWE-088
CVE-2018-16462,semgrep,true,,OK,true,true,true,false,false,false,false,false,true,1,5,5,true,CWE-078,CWE-078|CWE-088
CVE-2018-16462,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-078,CWE-078|CWE-088
CVE-2018-16472,codeql,true,,SEM_ACHADOS,true,false,false,false,,false,false,,false,0,,,true,,CWE-250|CWE-400
CVE-2018-16472,semgrep,true,,SEM_ACHADOS,true,false,false,false,,false,false,,false,0,,,true,,CWE-250|CWE-400
CVE-2018-16472,snyk-code,true,,SEM_ACHADOS,true,false,false,false,,false,false,,false,0,,,null,,CWE-250|CWE-400
CVE-2018-16478,codeql,true,,OK,true,true,true,true,true,true,true,true,true,7,0,0,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-16478,semgrep,true,,OK,true,true,true,true,true,false,false,false,true,5,10,10,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-16478,snyk-code,true,,OK,true,true,true,true,false,true,true,false,true,7,0,0,null,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-16479,codeql,true,,OK,true,true,true,true,true,true,true,true,true,6,0,0,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-16479,semgrep,true,,OK,true,true,true,false,false,false,false,false,true,1,24,24,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-16479,snyk-code,true,,SEM_ARQUIVO_ANALISAVEL,false,false,false,false,false,false,false,false,true,,,,,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-16480,codeql,true,,OK,true,true,true,true,true,true,true,true,true,4,0,0,true,CWE-079,CWE-079|CWE-116
CVE-2018-16480,semgrep,true,,OK,true,true,true,false,false,false,false,false,true,1,38,38,true,CWE-079,CWE-079|CWE-116
CVE-2018-16480,snyk-code,true,,SEM_ARQUIVO_ANALISAVEL,false,false,false,false,false,false,false,false,true,,,,,CWE-079,CWE-079|CWE-116
CVE-2018-16484,codeql,true,,OK,true,true,true,true,true,true,true,true,true,3,0,0,true,CWE-079,CWE-079|CWE-116
CVE-2018-16484,semgrep,true,,OK,true,true,true,false,false,false,false,false,true,4,8,8,true,CWE-079,CWE-079|CWE-116
CVE-2018-16484,snyk-code,true,,OK,true,true,true,false,false,true,false,false,true,4,16,0,null,CWE-079,CWE-079|CWE-116
CVE-2018-16485,codeql,true,,OK,true,true,true,true,true,true,true,true,true,8,0,0,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-16485,semgrep,true,,OK,true,true,true,true,true,false,false,false,true,4,1,1,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-16485,snyk-code,true,,OK,true,true,true,true,false,true,false,false,true,4,2,0,null,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-16487,codeql,true,,OK,true,true,true,true,true,true,true,true,true,10,0,0,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-16487,semgrep,true,,OK,true,true,true,true,true,false,false,false,true,6,482,482,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-16487,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-16489,codeql,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-16489,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-16489,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-16490,codeql,true,,OK,true,true,true,true,true,true,true,true,true,3,0,0,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-16490,semgrep,true,,OK,true,true,true,true,true,false,false,false,true,3,12,12,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-16490,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-16491,codeql,true,,OK,true,true,true,true,true,false,false,false,true,1,4,4,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-16491,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-16491,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-16492,codeql,true,,OK,true,true,true,true,true,true,true,true,true,1,0,0,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-16492,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-16492,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-18282,codeql,true,,OK,true,true,true,true,true,true,true,true,true,2,0,0,true,CWE-094,CWE-094|CWE-079|CWE-116
CVE-2018-18282,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-094,CWE-094|CWE-079|CWE-116
CVE-2018-18282,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-094,CWE-094|CWE-079|CWE-116
CVE-2018-19048,codeql,true,,OK,true,true,true,true,true,true,true,true,true,4,0,0,true,CWE-079,CWE-079|CWE-116
CVE-2018-19048,semgrep,true,,OK,true,true,true,true,false,false,false,false,true,2,1307,1307,true,CWE-079,CWE-079|CWE-116
CVE-2018-19048,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-079,CWE-079|CWE-116
CVE-2018-20164,codeql,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-400,CWE-730|CWE-400
CVE-2018-20164,semgrep,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-400,CWE-730|CWE-400
CVE-2018-20164,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-400,CWE-730|CWE-400
CVE-2018-20676,codeql,true,,OK,true,true,true,true,true,true,true,true,true,2,0,0,true,CWE-079,CWE-079|CWE-116
CVE-2018-20676,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-079,CWE-079|CWE-116
CVE-2018-20676,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-079,CWE-079|CWE-116
CVE-2018-20677,codeql,true,,OK,true,true,true,true,true,true,true,true,true,1,0,0,true,CWE-079,CWE-079|CWE-116
CVE-2018-20677,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-079,CWE-079|CWE-116
CVE-2018-20677,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-079,CWE-079|CWE-116
CVE-2018-20801,codeql,true,,OK,true,true,true,false,false,false,false,false,true,5,88,88,true,CWE-400,CWE-730|CWE-400
CVE-2018-20801,semgrep,true,,OK,true,true,true,false,false,false,false,false,true,1,43,43,true,CWE-400,CWE-730|CWE-400
CVE-2018-20801,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-400,CWE-730|CWE-400
CVE-2018-20834,codeql,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-022,CWE-022
CVE-2018-20834,semgrep,true,,OK,true,true,true,true,true,false,false,false,true,3,66,66,true,CWE-022,CWE-022
CVE-2018-20834,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-022,CWE-022
CVE-2018-20835,codeql,true,,OK,true,true,true,true,true,false,false,false,true,1,2,2,true,CWE-022,CWE-022
CVE-2018-20835,semgrep,true,,OK,true,true,true,true,true,false,false,false,true,17,2,2,true,CWE-022,CWE-022
CVE-2018-20835,snyk-code,true,,OK,true,true,true,true,true,true,true,true,true,8,0,0,null,CWE-022,CWE-022
CVE-2018-21036,codeql,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-730,CWE-730
CVE-2018-21036,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-730,CWE-730
CVE-2018-21036,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-730,CWE-730
CVE-2018-3712,codeql,true,,OK,true,true,true,true,true,true,true,true,true,5,0,0,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3712,semgrep,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3712,snyk-code,true,,OK,true,true,true,false,false,true,false,false,true,2,32,0,null,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3713,codeql,true,,OK,true,true,true,false,false,false,false,false,true,3,3,3,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3713,semgrep,true,,OK,true,true,true,true,true,false,false,false,true,3,42,42,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3713,snyk-code,true,,OK,true,true,true,false,false,false,false,false,true,2,25,25,null,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3718,codeql,true,,OK,true,true,true,true,true,true,true,true,true,5,0,0,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3718,semgrep,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3718,snyk-code,true,,OK,true,true,true,false,false,true,false,false,true,2,33,0,null,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3719,codeql,true,,OK,true,true,true,true,true,true,true,true,true,1,0,0,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3719,semgrep,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3719,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3721,codeql,true,,OK,true,true,true,true,true,true,true,true,true,10,0,0,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3721,semgrep,true,,OK,true,true,true,true,true,false,false,false,true,6,466,466,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3721,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3722,codeql,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3722,semgrep,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3722,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3725,codeql,true,,OK,true,true,true,true,true,true,true,true,true,17,0,0,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3725,semgrep,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3725,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3726,codeql,true,,OK,true,true,true,true,true,true,true,true,true,28,0,0,true,CWE-079,CWE-079|CWE-116
CVE-2018-3726,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-079,CWE-079|CWE-116
CVE-2018-3726,snyk-code,true,,OK,true,true,true,true,true,true,true,true,true,15,0,0,null,CWE-079,CWE-079|CWE-116
CVE-2018-3728,codeql,true,,OK,true,true,true,true,true,true,true,true,true,3,0,0,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3728,semgrep,true,,OK,true,true,true,true,true,false,false,false,true,8,83,83,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3728,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3731,codeql,true,,OK,true,true,true,true,true,true,true,true,true,6,0,0,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3731,semgrep,true,,OK,true,true,true,false,false,false,false,false,true,1,6,6,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3731,snyk-code,true,,SEM_ARQUIVO_ANALISAVEL,false,false,false,false,false,false,false,false,true,,,,,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3732,codeql,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-022,CWE-022
CVE-2018-3732,semgrep,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-022,CWE-022
CVE-2018-3732,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-022,CWE-022
CVE-2018-3733,codeql,true,,OK,true,true,true,true,true,true,true,true,true,28,0,0,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3733,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3733,snyk-code,true,,OK,true,true,true,true,false,true,true,false,true,15,0,0,null,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-3736,codeql,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-770,CWE-770
CVE-2018-3736,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-770,CWE-770
CVE-2018-3736,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-770,CWE-770
CVE-2018-3737,codeql,true,,OK,true,true,true,true,true,false,false,false,true,3,9,9,true,CWE-400,CWE-730|CWE-400
CVE-2018-3737,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-400,CWE-730|CWE-400
CVE-2018-3737,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-400,CWE-730|CWE-400
CVE-2018-3738,codeql,true,,OK,true,true,true,true,true,true,true,true,true,1,0,0,true,CWE-400,CWE-730|CWE-400
CVE-2018-3738,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-400,CWE-730|CWE-400
CVE-2018-3738,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-400,CWE-730|CWE-400
CVE-2018-3743,codeql,true,,OK,true,true,true,true,true,true,true,true,true,4,0,0,true,CWE-601,CWE-601
CVE-2018-3743,semgrep,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-601,CWE-601
CVE-2018-3743,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-601,CWE-601
CVE-2018-3746,codeql,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-078,CWE-078|CWE-088
CVE-2018-3746,semgrep,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-078,CWE-078|CWE-088
CVE-2018-3746,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-078,CWE-078|CWE-088
CVE-2018-3747,codeql,true,,OK,true,true,true,true,true,true,true,true,true,4,0,0,true,CWE-079,CWE-079|CWE-116
CVE-2018-3747,semgrep,true,,OK,true,true,true,false,false,false,false,false,true,1,38,38,true,CWE-079,CWE-079|CWE-116
CVE-2018-3747,snyk-code,true,,SEM_ARQUIVO_ANALISAVEL,false,false,false,false,false,false,false,false,true,,,,,CWE-079,CWE-079|CWE-116
CVE-2018-3750,codeql,true,,OK,true,true,true,true,true,false,false,false,true,1,20,20,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3750,semgrep,true,,OK,true,true,true,false,false,false,false,false,true,1,91,91,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3750,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3752,codeql,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3752,semgrep,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3752,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2018-3757,codeql,true,,OK,true,true,true,true,true,false,false,false,true,5,9,9,true,CWE-078,CWE-078|CWE-088
CVE-2018-3757,semgrep,true,,OK,true,true,true,false,false,false,false,false,true,1,50,50,true,CWE-078,CWE-078|CWE-088
CVE-2018-3757,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-078,CWE-078|CWE-088
CVE-2018-3770,codeql,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-094,CWE-094
CVE-2018-3770,semgrep,true,,OK,true,true,true,false,false,false,false,false,true,4,37,37,true,CWE-094,CWE-094
CVE-2018-3770,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-094,CWE-094
CVE-2018-3772,codeql,true,,OK,true,true,true,true,true,true,true,true,true,1,0,0,true,CWE-078,CWE-078|CWE-088
CVE-2018-3772,semgrep,true,,OK,true,true,true,true,true,true,true,true,true,4,0,0,true,CWE-078,CWE-078|CWE-088
CVE-2018-3772,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-078,CWE-078|CWE-088
CVE-2018-3783,codeql,true,,OK,true,true,true,true,true,true,true,true,true,8,0,0,true,CWE-089,CWE-089
CVE-2018-3783,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-089,CWE-089
CVE-2018-3783,snyk-code,true,,OK,true,true,true,false,false,false,false,false,true,3,25,25,null,CWE-089,CWE-089
CVE-2018-3786,codeql,true,,OK,true,true,true,true,true,true,true,true,true,2,0,0,true,CWE-078,CWE-078|CWE-088
CVE-2018-3786,semgrep,true,,OK,true,true,true,false,false,false,false,false,true,6,40,40,true,CWE-078,CWE-078|CWE-088
CVE-2018-3786,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-078,CWE-078|CWE-088
CVE-2018-6184,codeql,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-6184,semgrep,true,,OK,true,true,true,true,true,false,false,false,true,10,25,25,true,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-6184,snyk-code,true,,OK,true,true,true,false,false,false,false,false,true,2,35,35,null,CWE-022,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099
CVE-2018-6333,codeql,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-601,CWE-601
CVE-2018-6333,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-601,CWE-601
CVE-2018-6333,snyk-code,true,,OK,true,true,true,true,true,false,false,false,true,1,2,2,null,CWE-601,CWE-601
CVE-2018-6341,codeql,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-079,CWE-079
CVE-2018-6341,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-079,CWE-079
CVE-2018-6341,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-079,CWE-079
CVE-2018-6342,codeql,true,,OK,true,true,true,true,true,true,true,true,true,11,0,0,true,CWE-078,CWE-078|CWE-088
CVE-2018-6342,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-078,CWE-078|CWE-088
CVE-2018-6342,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-078,CWE-078|CWE-088
CVE-2018-7560,codeql,true,,OK,true,true,true,true,true,false,false,false,true,4,6,6,true,CWE-400,CWE-730|CWE-400
CVE-2018-7560,semgrep,true,,OK,true,true,true,false,false,true,false,false,true,1,0,0,true,CWE-400,CWE-730|CWE-400
CVE-2018-7560,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-400,CWE-730|CWE-400
CVE-2018-7651,codeql,true,,OK,true,true,true,true,true,false,false,false,true,1,10,10,true,CWE-400,CWE-730|CWE-400
CVE-2018-7651,semgrep,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,true,CWE-400,CWE-730|CWE-400
CVE-2018-7651,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-400,CWE-730|CWE-400
CVE-2018-8035,codeql,false,codigo_indisponivel_commit_inexistente,ERRO_CHECKOUT,false,,,,,,,,,,,,,CWE-079,CWE-079|CWE-116
CVE-2018-8035,semgrep,false,codigo_indisponivel_commit_inexistente,ERRO_CHECKOUT,false,,,,,,,,,,,,,CWE-079,CWE-079|CWE-116
CVE-2018-8035,snyk-code,false,codigo_indisponivel_commit_inexistente,ERRO_CHECKOUT,false,,,,,,,,,,,,,CWE-079,CWE-079|CWE-116
CVE-2019-10061,codeql,true,,OK,true,true,true,true,true,true,true,true,true,1,0,0,true,CWE-078,CWE-078|CWE-088
CVE-2019-10061,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-078,CWE-078|CWE-088
CVE-2019-10061,snyk-code,true,,OK,true,true,true,true,true,true,true,true,true,1,0,0,null,CWE-078,CWE-078|CWE-088
CVE-2019-10090,codeql,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-079,CWE-079|CWE-116
CVE-2019-10090,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-079,CWE-079|CWE-116
CVE-2019-10090,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-079,CWE-079|CWE-116
CVE-2019-1010091,codeql,true,,OK,true,true,true,true,true,true,true,true,true,5,0,0,true,CWE-116,CWE-116|CWE-020
CVE-2019-1010091,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-116,CWE-116|CWE-020
CVE-2019-1010091,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-116,CWE-116|CWE-020
CVE-2019-1010266,codeql,true,,OK,true,true,true,true,true,false,false,false,true,10,2280,2280,true,CWE-400,CWE-730|CWE-400
CVE-2019-1010266,semgrep,true,,OK,true,true,true,false,false,false,false,false,true,6,1178,1178,true,CWE-400,CWE-730|CWE-400
CVE-2019-1010266,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-400,CWE-730|CWE-400
CVE-2019-1020012,codeql,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-444,CWE-444
CVE-2019-1020012,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-444,CWE-444
CVE-2019-1020012,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-444,CWE-444
CVE-2019-10742,codeql,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-404,CWE-730|CWE-404
CVE-2019-10742,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-404,CWE-730|CWE-404
CVE-2019-10742,snyk-code,true,,OK,true,true,true,false,false,false,false,false,true,1,34,34,null,CWE-404,CWE-730|CWE-404
CVE-2019-10744,codeql,true,,OK,true,true,true,true,true,false,false,false,true,9,620,620,true,CWE-094,CWE-094|CWE-079|CWE-116
CVE-2019-10744,semgrep,true,,OK,true,true,true,false,false,false,false,false,true,6,487,487,true,CWE-094,CWE-094|CWE-079|CWE-116
CVE-2019-10744,snyk-code,true,,OK,true,true,false,false,false,false,false,false,true,0,,,null,CWE-094,CWE-094|CWE-079|CWE-116
CVE-2019-10745,codeql,true,,OK,true,true,true,true,true,true,true,true,true,1,0,0,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2019-10745,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2019-10745,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2019-10746,codeql,true,,OK,true,true,true,true,true,true,true,true,true,1,0,0,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2019-10746,semgrep,true,,OK,true,true,false,false,false,false,false,false,true,0,,,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2019-10746,snyk-code,true,,SEM_ACHADOS,true,false,false,false,false,false,false,false,true,0,,,null,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2019-10747,codeql,true,,OK,true,true,true,true,true,true,true,true,true,4,0,0,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
CVE-2019-10747,semgrep,true,,OK,true,true,true,true,true,false,false,false,true,1,10,10,true,CWE-915,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915
