check_id,languages,js_ts
javascript.express.security.express-phantom-injection.express-phantom-injection,javascript|typescript,sim
javascript.express.security.express-puppeteer-injection.express-puppeteer-injection,javascript|typescript,sim
javascript.express.security.express-sandbox-injection.express-sandbox-code-injection,javascript|typescript,sim
javascript.express.security.express-vm-injection.express-vm-injection,javascript|typescript,sim
javascript.express.security.express-vm2-injection.express-vm2-injection,javascript|typescript,sim
javascript.express.security.express-wkhtml-injection.express-wkhtmltoimage-injection,javascript|typescript,sim
javascript.express.security.express-wkhtml-injection.express-wkhtmltopdf-injection,javascript|typescript,sim
javascript.express.security.express-xml2json-xxe.express-xml2json-xxe,javascript|typescript,sim
javascript.express.security.injection.raw-html-format.raw-html-format,javascript|typescript,sim
javascript.express.security.require-request.require-request,javascript|typescript,sim
javascript.express.security.x-frame-options-misconfiguration.x-frame-options-misconfiguration,javascript|typescript,sim
javascript.fbjs.security.audit.insecure-createnodesfrommarkup.insecure-createnodesfrommarkup,javascript|typescript,sim
javascript.grpc.security.grpc-nodejs-insecure-connection.grpc-nodejs-insecure-connection,javascript|typescript,sim
javascript.intercom.security.audit.intercom-settings-user-identifier-without-user-hash.intercom-settings-user-identifier-without-user-hash,js,sim
javascript.jose.security.audit.jose-exposed-data.jose-exposed-data,javascript|typescript,sim
javascript.jose.security.jwt-hardcode.hardcoded-jwt-secret,javascript|typescript,sim
javascript.jose.security.jwt-none-alg.jwt-none-alg,javascript|typescript,sim
javascript.jsonwebtoken.security.audit.jwt-decode-without-verify.jwt-decode-without-verify,javascript|typescript,sim
javascript.jsonwebtoken.security.audit.jwt-exposed-data.jwt-exposed-data,javascript|typescript,sim
javascript.jsonwebtoken.security.jwt-hardcode.hardcoded-jwt-secret,javascript|typescript,sim
javascript.jsonwebtoken.security.jwt-none-alg.jwt-none-alg,javascript|typescript,sim
javascript.jwt-simple.security.jwt-simple-noverify.jwt-simple-noverify,javascript|typescript,sim
javascript.lang.security.audit.code-string-concat.code-string-concat,javascript|typescript,sim
javascript.lang.security.audit.dangerous-spawn-shell.dangerous-spawn-shell,javascript|typescript,sim
javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp,javascript|typescript,sim
javascript.lang.security.audit.hardcoded-hmac-key.hardcoded-hmac-key,javascript|typescript,sim
javascript.lang.security.audit.incomplete-sanitization.incomplete-sanitization,javascript|typescript,sim
javascript.lang.security.audit.md5-used-as-password.md5-used-as-password,javascript,sim
javascript.lang.security.audit.path-traversal.path-join-resolve-traversal.path-join-resolve-traversal,javascript|typescript,sim
javascript.lang.security.audit.prototype-pollution.prototype-pollution-loop.prototype-pollution-loop,javascript|typescript,sim
javascript.lang.security.audit.spawn-shell-true.spawn-shell-true,javascript|typescript,sim
javascript.lang.security.audit.sqli.node-knex-sqli.node-knex-sqli,javascript|typescript,sim
javascript.lang.security.audit.sqli.node-mssql-sqli.node-mssql-sqli,javascript|typescript,sim
javascript.lang.security.audit.sqli.node-mysql-sqli.node-mysql-sqli,javascript|typescript,sim
javascript.lang.security.audit.sqli.node-postgres-sqli.node-postgres-sqli,javascript|typescript,sim
javascript.lang.security.audit.unknown-value-with-script-tag.unknown-value-with-script-tag,javascript|typescript,sim
javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring,javascript|typescript,sim
javascript.lang.security.detect-buffer-noassert.detect-buffer-noassert,javascript|typescript,sim
javascript.lang.security.detect-child-process.detect-child-process,javascript|typescript,sim
javascript.lang.security.detect-disable-mustache-escape.detect-disable-mustache-escape,javascript|typescript,sim
javascript.lang.security.detect-eval-with-expression.detect-eval-with-expression,javascript|typescript,sim
javascript.lang.security.detect-insecure-websocket.detect-insecure-websocket,regex,nao
javascript.lang.security.detect-no-csrf-before-method-override.detect-no-csrf-before-method-override,javascript|typescript,sim
javascript.lang.security.detect-pseudorandombytes.detect-pseudoRandomBytes,javascript|typescript,sim
javascript.lang.security.insecure-object-assign.insecure-object-assign,javascript|typescript,sim
javascript.lang.security.spawn-git-clone.spawn-git-clone,javascript|typescript,sim
javascript.monaco-editor.security.audit.monaco-hover-htmlsupport.monaco-hover-htmlsupport,javascript|typescript,sim
javascript.node-crypto.security.aead-no-final.aead-no-final,javascript|typescript,sim
javascript.node-crypto.security.create-de-cipher-no-iv.create-de-cipher-no-iv,javascript|typescript,sim
javascript.node-crypto.security.gcm-no-tag-length.gcm-no-tag-length,javascript|typescript,sim
javascript.node-expat.security.audit.expat-xxe.expat-xxe,javascript|typescript,sim
javascript.passport-jwt.security.passport-hardcode.hardcoded-passport-secret,javascript|typescript,sim
javascript.phantom.security.audit.phantom-injection.phantom-injection,javascript|typescript,sim
javascript.playwright.security.audit.playwright-addinitscript-code-injection.playwright-addinitscript-code-injection,javascript|typescript,sim
javascript.playwright.security.audit.playwright-evaluate-arg-injection.playwright-evaluate-arg-injection,javascript|typescript,sim
javascript.playwright.security.audit.playwright-evaluate-code-injection.playwright-evaluate-code-injection,javascript|typescript,sim
javascript.playwright.security.audit.playwright-exposed-chrome-devtools.playwright-exposed-chrome-devtools,javascript|typescript,sim
javascript.playwright.security.audit.playwright-goto-injection.playwright-goto-injection,javascript|typescript,sim
javascript.playwright.security.audit.playwright-setcontent-injection.playwright-setcontent-injection,javascript|typescript,sim
javascript.puppeteer.security.audit.puppeteer-evaluate-arg-injection.puppeteer-evaluate-arg-injection,javascript|typescript,sim
javascript.puppeteer.security.audit.puppeteer-evaluate-code-injection.puppeteer-evaluate-code-injection,javascript|typescript,sim
javascript.puppeteer.security.audit.puppeteer-exposed-chrome-devtools.puppeteer-exposed-chrome-devtools,javascript|typescript,sim
javascript.puppeteer.security.audit.puppeteer-goto-injection.puppeteer-goto-injection,javascript|typescript,sim
javascript.puppeteer.security.audit.puppeteer-setcontent-injection.puppeteer-setcontent-injection,javascript|typescript,sim
javascript.sandbox.security.audit.sandbox-code-injection.sandbox-code-injection,javascript|typescript,sim
javascript.sax.security.audit.sax-xxe.sax-xxe,javascript|typescript,sim
javascript.sequelize.security.audit.sequelize-enforce-tls.sequelize-enforce-tls,javascript|typescript,sim
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,javascript|typescript,sim
javascript.sequelize.security.audit.sequelize-tls-disabled-cert-validation.sequelize-tls-disabled-cert-validation,javascript|typescript,sim
javascript.sequelize.security.audit.sequelize-weak-tls-version.sequelize-weak-tls-version,javascript|typescript,sim
javascript.serialize-javascript.security.audit.unsafe-serialize-javascript.unsafe-serialize-javascript,javascript|typescript,sim
javascript.shelljs.security.shelljs-exec-injection.shelljs-exec-injection,javascript|typescript,sim
javascript.thenify.security.audit.multiargs-code-execution.multiargs-code-execution,javascript|typescript,sim
javascript.vm2.security.audit.vm2-code-injection.vm2-code-injection,javascript|typescript,sim
javascript.vm2.security.audit.vm2-context-injection.vm2-context-injection,javascript|typescript,sim
javascript.vue.security.audit.xss.templates.avoid-v-html.avoid-v-html,regex,nao
javascript.wkhtmltoimage.security.audit.wkhtmltoimage-injection.wkhtmltoimage-injection,javascript|typescript,sim
javascript.wkhtmltopdf.security.audit.wkhtmltopdf-injection.wkhtmltopdf-injection,javascript|typescript,sim
javascript.xml2json.security.audit.xml2json-xxe.xml2json-xxe,javascript|typescript,sim
json.aws.security.public-s3-bucket.public-s3-bucket,json,nao
json.aws.security.public-s3-policy-statement.public-s3-policy-statement,json,nao
json.aws.security.wildcard-assume-role.wildcard-assume-role,json,nao
kotlin.gradle.security.build-gradle-password-hardcoded.build-gradle-password-hardcoded,kotlin,nao
kotlin.lang.security.anonymous-ldap-bind.anonymous-ldap-bind,kt,nao
kotlin.lang.security.bad-hexa-conversion.bad-hexa-conversion,kt,nao
kotlin.lang.security.command-injection-formatted-runtime-call.command-injection-formatted-runtime-call,kt,nao
kotlin.lang.security.cookie-missing-httponly.cookie-missing-httponly,kt,nao
kotlin.lang.security.cookie-missing-secure-flag.cookie-missing-secure-flag,kt,nao
kotlin.lang.security.defaulthttpclient-is-deprecated.defaulthttpclient-is-deprecated,kt,nao
kotlin.lang.security.ecb-cipher.ecb-cipher,kt,nao
kotlin.lang.security.gcm-detection.gcm-detection,kt,nao
kotlin.lang.security.no-null-cipher.no-null-cipher,kt|scala,nao
kotlin.lang.security.unencrypted-socket.unencrypted-socket,kt,nao
kotlin.lang.security.use-of-md5.use-of-md5,kt,nao
kotlin.lang.security.use-of-sha1.use-of-sha1,kt,nao
kotlin.lang.security.weak-rsa.use-of-weak-rsa-key,kt,nao
ocaml.lang.compatibility.deprecated.deprecated-pervasives,ocaml,nao
ocaml.lang.portability.crlf-support.broken-input-line,ocaml,nao
ocaml.lang.portability.crlf-support.prefer-read-in-binary-mode,ocaml,nao
ocaml.lang.portability.crlf-support.prefer-write-in-binary-mode,ocaml,nao
ocaml.lang.portability.slash-tmp.not-portable-tmp-string,ocaml,nao
ocaml.lang.security.unsafe.ocamllint-unsafe,ocaml,nao
package_managers.bun.bun-missing-minimum-release-age.bun-missing-minimum-release-age,generic,nao
package_managers.dependabot.dependabot-missing-cooldown.dependabot-missing-cooldown,yaml,nao
package_managers.npm.npm-missing-minimum-release-age.npm-missing-minimum-release-age,generic,nao
package_managers.pnpm.pnpm-block-exotic-sub-dependencies.pnpm-block-exotic-sub-dependencies,yaml,nao
package_managers.pnpm.pnpm-missing-minimum-release-age.pnpm-minimum-release-age,yaml,nao
package_managers.pnpm.pnpm-trust-policy.pnpm-trust-policy,yaml,nao
package_managers.poetry.poetry-missing-solver-min-release-age.poetry-missing-solver-min-release-age,generic,nao
package_managers.renovate.renovate-missing-minimum-release-age.renovate-missing-minimum-release-age,json,nao
package_managers.ruby.bundler-gemfile-missing-cooldown.bundler-gemfile-missing-cooldown,ruby,nao
package_managers.uv.uv-missing-dependency-cooldown.uv-missing-dependency-cooldown,generic,nao
package_managers.yarn.yarn-missing-minimal-age-gate.yarn-missing-minimal-age-gate,yaml,nao
php.doctrine.security.audit.doctrine-dbal-dangerous-query.doctrine-dbal-dangerous-query,php,nao
php.doctrine.security.audit.doctrine-orm-dangerous-query.doctrine-orm-dangerous-query,php,nao
php.lang.security.assert-use.assert-use,php,nao
php.lang.security.audit.openssl-decrypt-validate.openssl-decrypt-validate,php,nao
php.lang.security.audit.sha224-hash.sha224-hash,php,nao
php.lang.security.backticks-use.backticks-use,php,nao
php.lang.security.base-convert-loses-precision.base-convert-loses-precision,php,nao
php.lang.security.curl-ssl-verifypeer-off.curl-ssl-verifypeer-off,php,nao
php.lang.security.deserialization.extract-user-data,php,nao
php.lang.security.eval-use.eval-use,php,nao
php.lang.security.exec-use.exec-use,php,nao
php.lang.security.ftp-use.ftp-use,php,nao
php.lang.security.injection.printed-request.printed-request,php,nao
php.lang.security.injection.tainted-callable.tainted-callable,php,nao
php.lang.security.injection.tainted-exec.tainted-exec,php,nao
php.lang.security.injection.tainted-filename.tainted-filename,php,nao
php.lang.security.injection.tainted-object-instantiation.tainted-object-instantiation,php,nao
php.lang.security.injection.tainted-session.tainted-session,php,nao
php.lang.security.injection.tainted-sql-string.tainted-sql-string,php,nao
php.lang.security.injection.tainted-url-host.tainted-url-host,php,nao
php.lang.security.ldap-bind-without-password.ldap-bind-without-password,php,nao
php.lang.security.mb-ereg-replace-eval.mb-ereg-replace-eval,php,nao
php.lang.security.mcrypt-use.mcrypt-use,php,nao
php.lang.security.md5-loose-equality.md5-loose-equality,php,nao
php.lang.security.md5-used-as-password.md5-used-as-password,php,nao
php.lang.security.openssl-cbc-static-iv.openssl-cbc-static-iv,php,nao
php.lang.security.php-permissive-cors.php-permissive-cors,php,nao
php.lang.security.phpinfo-use.phpinfo-use,php,nao
php.lang.security.tainted-exec.tainted-exec,php,nao
php.lang.security.unlink-use.unlink-use,php,nao
php.lang.security.unserialize-use.unserialize-use,php,nao
php.laravel.security.laravel-api-route-sql-injection.laravel-api-route-sql-injection,php,nao
php.laravel.security.laravel-sql-injection.laravel-sql-injection,php,nao
php.laravel.security.laravel-unsafe-validator.laravel-unsafe-validator,php,nao
php.symfony.security.audit.symfony-csrf-protection-disabled.symfony-csrf-protection-disabled,php,nao
php.symfony.security.audit.symfony-non-literal-redirect.symfony-non-literal-redirect,php,nao
php.symfony.security.audit.symfony-permissive-cors.symfony-permissive-cors,php,nao
php.wordpress-plugins.security.audit.wp-ssrf-audit.wp-ssrf-audit,php,nao
problem-based-packs.insecure-transport.go-stdlib.bypass-tls-verification.bypass-tls-verification,go,nao
problem-based-packs.insecure-transport.go-stdlib.disallow-old-tls-versions.disallow-old-tls-versions,go,nao
problem-based-packs.insecure-transport.go-stdlib.ftp-request.ftp-request,go,nao
problem-based-packs.insecure-transport.go-stdlib.gorequest-http-request.gorequest-http-request,go,nao
problem-based-packs.insecure-transport.go-stdlib.grequests-http-request.grequests-http-request,go,nao
problem-based-packs.insecure-transport.go-stdlib.http-customized-request.http-customized-request,go,nao
problem-based-packs.insecure-transport.go-stdlib.http-request.http-request,go,nao
problem-based-packs.insecure-transport.go-stdlib.sling-http-request.sling-http-request,go,nao
problem-based-packs.insecure-transport.go-stdlib.telnet-request.telnet-request,go,nao
problem-based-packs.insecure-transport.java-spring.bypass-tls-verification.bypass-tls-verification,java,nao
problem-based-packs.insecure-transport.java-spring.spring-ftp-request.spring-ftp-request,java,nao
problem-based-packs.insecure-transport.java-spring.spring-http-request.spring-http-request,java,nao
problem-based-packs.insecure-transport.java-stdlib.bypass-tls-verification.bypass-tls-verification,java,nao
problem-based-packs.insecure-transport.java-stdlib.disallow-old-tls-versions1.disallow-old-tls-versions1,java,nao
problem-based-packs.insecure-transport.java-stdlib.disallow-old-tls-versions2.disallow-old-tls-versions2,java,nao
problem-based-packs.insecure-transport.java-stdlib.ftp-request.ftp-request,java,nao
problem-based-packs.insecure-transport.java-stdlib.http-components-request.http-components-request,java,nao
problem-based-packs.insecure-transport.java-stdlib.httpclient-http-request.httpclient-http-request,java,nao
problem-based-packs.insecure-transport.java-stdlib.httpget-http-request.httpget-http-request,java,nao
problem-based-packs.insecure-transport.java-stdlib.httpurlconnection-http-request.httpurlconnection-http-request,java,nao
problem-based-packs.insecure-transport.java-stdlib.socket-request.socket-request,java,nao
problem-based-packs.insecure-transport.java-stdlib.telnet-request.telnet-request,java,nao
problem-based-packs.insecure-transport.java-stdlib.tls-renegotiation.tls-renegotiation,java,nao
problem-based-packs.insecure-transport.java-stdlib.unirest-http-request.unirest-http-request,java,nao
problem-based-packs.insecure-transport.js-node.bypass-tls-verification.bypass-tls-verification,javascript|typescript,sim
problem-based-packs.insecure-transport.js-node.disallow-old-tls-versions1.disallow-old-tls-versions1,javascript|typescript,sim
problem-based-packs.insecure-transport.js-node.disallow-old-tls-versions2.disallow-old-tls-versions2,javascript|typescript,sim
problem-based-packs.insecure-transport.js-node.ftp-request.ftp-request,javascript|typescript,sim
problem-based-packs.insecure-transport.js-node.http-request.http-request,javascript,sim
problem-based-packs.insecure-transport.js-node.rest-http-client-support.rest-http-client-support,javascript,sim
problem-based-packs.insecure-transport.js-node.telnet-request.telnet-request,javascript,sim
problem-based-packs.insecure-transport.js-node.using-http-server.using-http-server,javascript,sim
problem-based-packs.insecure-transport.ruby-stdlib.http-client-requests.http-client-requests,ruby,nao
problem-based-packs.insecure-transport.ruby-stdlib.net-ftp-request.net-ftp-request,ruby,nao
problem-based-packs.insecure-transport.ruby-stdlib.net-http-request.net-http-request,ruby,nao
problem-based-packs.insecure-transport.ruby-stdlib.net-telnet-request.net-telnet-request,ruby,nao
problem-based-packs.insecure-transport.ruby-stdlib.openuri-request.openuri-request,ruby,nao
python.airflow.security.audit.formatted-string-bashoperator.formatted-string-bashoperator,python,nao
python.aws-lambda.security.dangerous-asyncio-create-exec.dangerous-asyncio-create-exec,python,nao
python.aws-lambda.security.dangerous-asyncio-exec.dangerous-asyncio-exec,python,nao
python.aws-lambda.security.dangerous-asyncio-shell.dangerous-asyncio-shell,python,nao
python.aws-lambda.security.dangerous-spawn-process.dangerous-spawn-process,python,nao
python.aws-lambda.security.dangerous-subprocess-use.dangerous-subprocess-use,python,nao
python.aws-lambda.security.dangerous-system-call.dangerous-system-call,python,nao
python.aws-lambda.security.dynamodb-filter-injection.dynamodb-filter-injection,python,nao
python.aws-lambda.security.mysql-sqli.mysql-sqli,python,nao
python.aws-lambda.security.psycopg-sqli.psycopg-sqli,python,nao
python.aws-lambda.security.pymssql-sqli.pymssql-sqli,python,nao
python.aws-lambda.security.pymysql-sqli.pymysql-sqli,python,nao
python.aws-lambda.security.sqlalchemy-sqli.sqlalchemy-sqli,python,nao
python.aws-lambda.security.tainted-code-exec.tainted-code-exec,python,nao
python.aws-lambda.security.tainted-html-response.tainted-html-response,python,nao
python.aws-lambda.security.tainted-html-string.tainted-html-string,python,nao
python.aws-lambda.security.tainted-pickle-deserialization.tainted-pickle-deserialization,python,nao
python.aws-lambda.security.tainted-sql-string.tainted-sql-string,python,nao
python.boto3.security.hardcoded-token.hardcoded-token,python,nao
python.cryptography.security.empty-aes-key.empty-aes-key,python,nao
python.cryptography.security.insecure-cipher-algorithms-arc4.insecure-cipher-algorithm-arc4,python,nao
python.cryptography.security.insecure-cipher-algorithms-blowfish.insecure-cipher-algorithm-blowfish,python,nao
python.cryptography.security.insecure-cipher-algorithms.insecure-cipher-algorithm-idea,python,nao
python.cryptography.security.insecure-cipher-mode-ecb.insecure-cipher-mode-ecb,python,nao
python.cryptography.security.insecure-hash-algorithms-md5.insecure-hash-algorithm-md5,python,nao
python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1,python,nao
python.cryptography.security.insufficient-dsa-key-size.insufficient-dsa-key-size,python,nao
python.cryptography.security.insufficient-ec-key-size.insufficient-ec-key-size,python,nao
python.cryptography.security.insufficient-rsa-key-size.insufficient-rsa-key-size,python,nao
python.distributed.security.require-encryption,python,nao
python.django.security.audit.avoid-insecure-deserialization.avoid-insecure-deserialization,python,nao
python.django.security.audit.avoid-mark-safe.avoid-mark-safe,python,nao
python.django.security.audit.csrf-exempt.no-csrf-exempt,python,nao
python.django.security.audit.custom-expression-as-sql.custom-expression-as-sql,python,nao
python.django.security.audit.django-rest-framework.missing-throttle-config.missing-throttle-config,python,nao
python.django.security.audit.extends-custom-expression.extends-custom-expression,python,nao
python.django.security.audit.query-set-extra.avoid-query-set-extra,python,nao
python.django.security.audit.raw-query.avoid-raw-sql,python,nao
python.django.security.audit.secure-cookies.django-secure-set-cookie,python,nao
python.django.security.audit.templates.debug-template-tag.debug-template-tag,regex,nao
python.django.security.audit.unvalidated-password.unvalidated-password,python,nao
python.django.security.audit.xss.class-extends-safestring.class-extends-safestring,python,nao
python.django.security.audit.xss.context-autoescape-off.context-autoescape-off,python,nao
python.django.security.audit.xss.direct-use-of-httpresponse.direct-use-of-httpresponse,python,nao
python.django.security.audit.xss.filter-with-is-safe.filter-with-is-safe,python,nao
python.django.security.audit.xss.formathtml-fstring-parameter.formathtml-fstring-parameter,python,nao
python.django.security.audit.xss.global-autoescape-off.global-autoescape-off,python,nao
python.django.security.audit.xss.html-magic-method.html-magic-method,python,nao
python.django.security.audit.xss.html-safe.html-safe,python,nao
python.django.security.audit.xss.template-autoescape-off.template-autoescape-off,regex,nao
python.django.security.audit.xss.template-blocktranslate-no-escape.template-blocktranslate-no-escape,generic,nao
python.django.security.audit.xss.template-translate-as-no-escape.template-translate-as-no-escape,generic,nao
python.django.security.audit.xss.template-var-unescaped-with-safeseq.template-var-unescaped-with-safeseq,regex,nao
python.django.security.django-no-csrf-token.django-no-csrf-token,generic,nao
python.django.security.django-using-request-post-after-is-valid.django-using-request-post-after-is-valid,python,nao
python.django.security.globals-as-template-context.globals-as-template-context,python,nao
python.django.security.hashids-with-django-secret.hashids-with-django-secret,python,nao
python.django.security.injection.code.globals-misuse-code-execution.globals-misuse-code-execution,python,nao
python.django.security.injection.code.user-eval-format-string.user-eval-format-string,python,nao
python.django.security.injection.code.user-eval.user-eval,python,nao
python.django.security.injection.code.user-exec-format-string.user-exec-format-string,python,nao
python.django.security.injection.code.user-exec.user-exec,python,nao
python.django.security.injection.command.command-injection-os-system.command-injection-os-system,python,nao
python.django.security.injection.command.subprocess-injection.subprocess-injection,python,nao
python.django.security.injection.email.xss-html-email-body.xss-html-email-body,python,nao
python.django.security.injection.email.xss-send-mail-html-message.xss-send-mail-html-message,python,nao
python.django.security.injection.mass-assignment.mass-assignment,python,nao
python.django.security.injection.open-redirect.open-redirect,python,nao
python.django.security.injection.path-traversal.path-traversal-file-name.path-traversal-file-name,python,nao
python.django.security.injection.path-traversal.path-traversal-join.path-traversal-join,python,nao
python.django.security.injection.path-traversal.path-traversal-open.path-traversal-open,python,nao
python.django.security.injection.raw-html-format.raw-html-format,python,nao
python.django.security.injection.reflected-data-httpresponse.reflected-data-httpresponse,python,nao
python.django.security.injection.reflected-data-httpresponsebadrequest.reflected-data-httpresponsebadrequest,python,nao
python.django.security.injection.request-data-fileresponse.request-data-fileresponse,python,nao
python.django.security.injection.request-data-write.request-data-write,python,nao
python.django.security.injection.sql.sql-injection-extra.sql-injection-using-extra-where,python,nao
python.django.security.injection.sql.sql-injection-rawsql.sql-injection-using-rawsql,python,nao
python.django.security.injection.sql.sql-injection-using-db-cursor-execute.sql-injection-db-cursor-execute,python,nao
python.django.security.injection.sql.sql-injection-using-raw.sql-injection-using-raw,python,nao
python.django.security.injection.ssrf.ssrf-injection-requests.ssrf-injection-requests,python,nao
python.django.security.injection.ssrf.ssrf-injection-urllib.ssrf-injection-urllib,python,nao
python.django.security.injection.tainted-sql-string.tainted-sql-string,python,nao
python.django.security.injection.tainted-url-host.tainted-url-host,python,nao
python.django.security.locals-as-template-context.locals-as-template-context,python,nao
python.django.security.nan-injection.nan-injection,python,nao
python.django.security.passwords.password-empty-string.password-empty-string,python,nao
python.django.security.passwords.use-none-for-password-default.use-none-for-password-default,python,nao
python.docker.security.audit.docker-arbitrary-container-run.docker-arbitrary-container-run,python,nao
python.fastapi.security.wildcard-cors.wildcard-cors,python,nao
python.flask.caching.query-string.flask-cache-query-string,python,nao
python.flask.security.audit.app-run-param-config.avoid_app_run_with_bad_host,python,nao
python.flask.security.audit.app-run-security-config.avoid_using_app_run_directly,python,nao
python.flask.security.audit.debug-enabled.debug-enabled,python,nao
python.flask.security.audit.directly-returned-format-string.directly-returned-format-string,python,nao
python.flask.security.audit.flask-url-for-external-true.flask-url-for-external-true,python,nao
python.flask.security.audit.hardcoded-config.avoid_hardcoded_config_DEBUG,python,nao
python.flask.security.audit.hardcoded-config.avoid_hardcoded_config_ENV,python,nao
python.flask.security.audit.hardcoded-config.avoid_hardcoded_config_SECRET_KEY,python,nao
python.flask.security.audit.hardcoded-config.avoid_hardcoded_config_TESTING,python,nao
python.flask.security.audit.render-template-string.render-template-string,python,nao
python.flask.security.audit.secure-set-cookie.secure-set-cookie,python,nao
python.flask.security.audit.wtf-csrf-disabled.flask-wtf-csrf-disabled,python,nao
python.flask.security.audit.xss.make-response-with-unknown-content.make-response-with-unknown-content,python,nao
python.flask.security.dangerous-template-string.dangerous-template-string,python,nao
python.flask.security.flask-api-method-string-format.flask-api-method-string-format,python,nao
python.flask.security.hashids-with-flask-secret.hashids-with-flask-secret,python,nao
python.flask.security.injection.nan-injection.nan-injection,python,nao
python.flask.security.injection.os-system-injection.os-system-injection,python,nao
python.flask.security.injection.path-traversal-open.path-traversal-open,python,nao
python.flask.security.injection.raw-html-concat.raw-html-format,python,nao
python.flask.security.injection.ssrf-requests.ssrf-requests,python,nao
python.flask.security.injection.subprocess-injection.subprocess-injection,python,nao
python.flask.security.injection.tainted-sql-string.tainted-sql-string,python,nao
python.flask.security.injection.tainted-url-host.tainted-url-host,python,nao
python.flask.security.injection.user-eval.eval-injection,python,nao
python.flask.security.injection.user-exec.exec-injection,python,nao
python.flask.security.insecure-deserialization.insecure-deserialization,python,nao
python.flask.security.open-redirect.open-redirect,python,nao
python.flask.security.secure-static-file-serve.avoid_send_file_without_path_sanitization,python,nao
python.flask.security.unescaped-template-extension.unescaped-template-extension,python,nao
python.flask.security.unsanitized-input.response-contains-unsanitized-input,python,nao
python.flask.security.xss.audit.direct-use-of-jinja2.direct-use-of-jinja2,python,nao
python.flask.security.xss.audit.explicit-unescape-with-markup.explicit-unescape-with-markup,python,nao
python.flask.security.xss.audit.template-autoescape-off.template-autoescape-off,regex,nao
python.jwt.security.audit.jwt-exposed-data.jwt-python-exposed-data,python,nao
python.jwt.security.jwt-exposed-credentials.jwt-python-exposed-credentials,python,nao
python.jwt.security.jwt-hardcode.jwt-python-hardcoded-secret,python,nao
python.jwt.security.jwt-none-alg.jwt-python-none-alg,python,nao
python.jwt.security.unverified-jwt-decode.unverified-jwt-decode,python,nao
python.lang.compatibility.python36.python36-compatibility-Popen1,python,nao
python.lang.compatibility.python36.python36-compatibility-Popen2,python,nao
python.lang.compatibility.python36.python36-compatibility-ssl,python,nao
python.lang.compatibility.python37.python37-compatibility-httpconn,python,nao
python.lang.compatibility.python37.python37-compatibility-httpsconn,python,nao
python.lang.compatibility.python37.python37-compatibility-importlib,python,nao
python.lang.compatibility.python37.python37-compatibility-importlib2,python,nao
python.lang.compatibility.python37.python37-compatibility-importlib3,python,nao
python.lang.compatibility.python37.python37-compatibility-ipv4network1,python,nao
python.lang.compatibility.python37.python37-compatibility-ipv4network2,python,nao
python.lang.compatibility.python37.python37-compatibility-ipv6network1,python,nao
python.lang.compatibility.python37.python37-compatibility-ipv6network2,python,nao
python.lang.compatibility.python37.python37-compatibility-locale1,python,nao
python.lang.compatibility.python37.python37-compatibility-math1,python,nao
python.lang.compatibility.python37.python37-compatibility-multiprocess1,python,nao
python.lang.compatibility.python37.python37-compatibility-multiprocess2,python,nao
python.lang.compatibility.python37.python37-compatibility-os1,python,nao
python.lang.compatibility.python37.python37-compatibility-os2-ok2,python,nao
python.lang.compatibility.python37.python37-compatibility-pdb,python,nao
python.lang.compatibility.python37.python37-compatibility-textiowrapper,python,nao
python.lang.security.audit.conn_recv.multiprocessing-recv,python,nao
python.lang.security.audit.dangerous-annotations-usage.dangerous-annotations-usage,python,nao
python.lang.security.audit.dynamic-urllib-use-detected.dynamic-urllib-use-detected,python,nao
python.lang.security.audit.eval-detected.eval-detected,python,nao
python.lang.security.audit.exec-detected.exec-detected,python,nao
python.lang.security.audit.formatted-sql-query.formatted-sql-query,python,nao
python.lang.security.audit.hardcoded-password-default-argument.hardcoded-password-default-argument,python,nao
python.lang.security.audit.httpsconnection-detected.httpsconnection-detected,python,nao
python.lang.security.audit.insecure-file-permissions.insecure-file-permissions,python,nao
python.lang.security.audit.insecure-transport.ftplib.use-ftp-tls.use-ftp-tls,python,nao
python.lang.security.audit.insecure-transport.requests.request-session-http-in-with-context.request-session-http-in-with-context,python,nao
python.lang.security.audit.insecure-transport.requests.request-session-with-http.request-session-with-http,python,nao
python.lang.security.audit.insecure-transport.requests.request-with-http.request-with-http,python,nao
python.lang.security.audit.insecure-transport.ssl.no-set-ciphers.no-set-ciphers,python,nao
python.lang.security.audit.insecure-transport.urllib.insecure-openerdirector-open-ftp.insecure-openerdirector-open-ftp,python,nao
python.lang.security.audit.insecure-transport.urllib.insecure-openerdirector-open.insecure-openerdirector-open,python,nao
python.lang.security.audit.insecure-transport.urllib.insecure-request-object-ftp.insecure-request-object-ftp,python,nao
python.lang.security.audit.insecure-transport.urllib.insecure-request-object.insecure-request-object,python,nao
python.lang.security.audit.insecure-transport.urllib.insecure-urlopen-ftp.insecure-urlopen-ftp,python,nao
python.lang.security.audit.insecure-transport.urllib.insecure-urlopen.insecure-urlopen,python,nao
python.lang.security.audit.insecure-transport.urllib.insecure-urlopener-open-ftp.insecure-urlopener-open-ftp,python,nao
python.lang.security.audit.insecure-transport.urllib.insecure-urlopener-open.insecure-urlopener-open,python,nao
